tmk9txt,viability_class,strict,lvpa
198059001,,False,7261102.468486321
198059009,,False,2098562.2723274077
198060001,,False,1892319.618296929
198060002,uncertain,True,224704.95163114893
198060013,,False,4997984.926228183
198060024,,False,68153.02197454042
199001008,,False,828358.6394258022
199001013,,False,522407.133002744
199001014,,False,846336.2506310678
199001015,,False,593296.881128148
199001027,,False,660045.1444588432
199001028,,False,710419.7257754155
199001036,,False,1163556.220375892
199002004,,False,2006447.82680903
199002023,uncertain,True,2254840.6094705174
199002035,,False,3013308.1901757964
199003029,,False,481071.225914938
199003031,,False,300412.7361357822
199003056,uncertain,True,4300043.98688738
199003061,,False,2114730.4888866316
199005001,,False,773854.3079950783
199010001,,False,823100.3120337842
199010006,,False,539472.3217555517
199010007,,False,454520.12947055075
199010010,,False,285575.07812261855
199010014,,False,1134087.7408739768
199010030,,False,783090.5802254269
199010050,,False,414011.4990789386
199072044,,False,30364.77456264023
199073029,,False,1340317.9171701404
199076001,,False,850015.5249542202
