tmk_or_site,type,acres_total,acres_le15,acres_le30,dist_46kv_km,dist_138kv_km,owner,land_value_per_ac,viability_class,low_improvement_flag,notes,source
146014018,urban_parcel,11.7,6.7,11.1,0.0,0.0,HUI KU MAOLI OLA LLC,13685.0,,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
146016001,urban_parcel,250.1,221.9,241.8,0.73,0.73,HAWAII COMM DEV AUTHORITY,19233.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
146016002,urban_parcel,19.3,18.5,19.2,0.96,0.96,HAWAII COMM DEV AUTHORITY,15014.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
146016032,urban_parcel,92.6,53.6,86.9,1.87,1.87,CITY AND COUNTY OF HONOLULU,55330.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
146016036,urban_parcel,80.1,28.6,58.7,0.76,0.76,B P BISHOP TRUST ESTATE,5541.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
146031020,urban_parcel,11.5,10.5,11.5,0.92,1.62,CITY AND COUNTY OF HONOLULU,19355.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
146031022,urban_parcel,15.0,13.6,14.9,0.77,1.28,WINDWARD ESTATES,5392980.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
146031027,urban_parcel,10.1,9.6,10.1,0.8,1.44,HAIKU POINT,4659792.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147004011,urban_parcel,12.1,7.0,11.5,1.08,1.08,AHUIMANU HOME OWNERS ASSN,1317.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147004027,urban_parcel,21.3,14.7,19.1,1.33,1.33,CLUB VIEW GARDENS II,5030976.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147004030,urban_parcel,35.3,19.6,27.9,0.88,0.88,HOKULOA - INCR A & C,5817962.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147005020,urban_parcel,13.1,8.0,10.2,2.57,2.57,"VANDERKOLK,CORNELIUS J",73776.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147005098,urban_parcel,14.3,5.6,10.7,1.42,1.42,VALLEY CREEK INVESTMENTS LLC,73400.0,,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147006010,urban_parcel,88.9,28.6,64.7,2.71,2.71,CITY AND COUNTY OF HONOLULU,19989.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147006013,urban_parcel,10.6,10.4,10.5,3.3,3.3,"LUNDBERG,ETHEL A L TR",131281.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147006022,urban_parcel,60.2,19.0,42.5,2.57,2.57,CITY AND COUNTY OF HONOLULU,24050.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147007009,urban_parcel,44.5,9.8,28.1,4.15,4.15,KAALAEA COUNTRY FARMS,470245.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147007010,urban_parcel,49.7,14.0,34.0,4.64,4.64,"GUSHI,MERIE-ELLEN F TR",2896.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147007016,urban_parcel,15.7,6.2,12.8,4.37,4.37,"MELLO,AGNES G TR",2775.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147007031,urban_parcel,12.4,4.1,10.4,5.18,5.18,"KO,SEUNG K",70849.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147007036,urban_parcel,13.6,7.0,11.6,5.0,5.0,"FONG,HIRAM L TRS/MERIE-ELLEN F GUSHI TR",63811.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147012012,urban_parcel,14.8,14.8,14.8,3.42,3.42,CITY AND COUNTY OF HONOLULU,149264.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147012024,urban_parcel,11.3,11.3,11.3,3.52,3.52,CITY AND COUNTY OF HONOLULU,123316.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147013024,urban_parcel,16.8,15.8,16.6,3.82,3.82,"MOKOFISI,EMALETI T TR",187452.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147014026,urban_parcel,14.2,13.5,14.2,4.4,4.4,"WONG,LYNFORDENE F T M TR",427219.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147015009,urban_parcel,30.8,26.4,28.9,4.53,4.53,"WONG,LYNFORDENE F T M TR",14240.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147015013,urban_parcel,20.9,16.7,19.9,4.85,4.85,"MAGOON,JOHN SR & JULIET TR EST",25865.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147015014,urban_parcel,13.3,8.4,11.4,4.63,4.63,"MURAKAMI,MYRON I TRUST",34643.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147026023,urban_parcel,22.1,21.9,22.1,3.3,3.3,CITY AND COUNTY OF HONOLULU,30056.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147051007,urban_parcel,16.1,4.9,13.4,0.05,0.05,PALMS NURSERY LTD,14993.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147051012,urban_parcel,13.6,4.4,12.6,0.46,0.46,STATE OF HAWAII,1312.0,,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147052119,urban_parcel,11.4,10.0,11.1,1.06,1.06,ROTAG DEVELOPMENT INC,9.0,,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147058001,urban_parcel,11.4,11.4,11.4,4.06,4.06,HK WINDWARD LLC,125821.0,uncertain,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
147071001,urban_parcel,128.9,59.9,110.4,0.0,0.0,VALLEY OF THE TEMPLES LLC,2420.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
149005001,urban_parcel,10.6,9.7,10.2,10.43,10.43,KUALOA RANCH INCORPORATED,213269.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
153001041,urban_parcel,23.8,23.4,23.9,13.37,13.58,B P BISHOP TRUST ESTATE,68888.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
154004002,urban_parcel,18.6,13.4,17.8,7.39,15.44,ASIA PACIFIC EDUCATIONAL FOUNDATION,96676.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
154004021,urban_parcel,12.3,10.1,12.1,6.79,16.02,"TAUFA,HOPOATE HAFOKA",93021.0,uncertain,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
155001002,urban_parcel,13.7,12.3,13.6,6.29,16.35,CITY AND COUNTY OF HONOLULU,996497.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
155004017,urban_parcel,15.5,15.4,15.4,3.4,18.39,PROPERTY RESERVE INC,426.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
155006005,urban_parcel,103.1,103.6,104.1,3.87,17.67,BYU-HAWAII CAMPUS,183812.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
155006028,urban_parcel,23.7,23.2,23.6,4.43,18.0,POLYNESIAN CULTURAL CENTER,647637.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
155006030,urban_parcel,18.5,18.5,18.5,4.88,17.67,POLYNESIAN CULTURAL CENTER,642450.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
156001004,urban_parcel,27.1,25.5,26.9,2.28,19.29,STATE OF HAWAII,101909.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
156002011,urban_parcel,21.0,20.8,20.8,0.1,21.32,CITY AND COUNTY OF HONOLULU,56712.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
156002015,urban_parcel,10.7,10.8,10.8,0.33,21.57,CITY AND COUNTY OF HONOLULU,63502.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
156002017,urban_parcel,14.6,14.6,14.6,0.02,21.25,KAHUKU SUGAR MILL,697856.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
156002025,military_note,20.9,20.5,20.8,0.02,21.25,U S FISH AND WILDLIFE SERVICE,36111.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
156002045,urban_parcel,22.0,21.4,21.8,0.8,21.01,JAMES C REYNOLDS INC,59611.0,uncertain,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
156002051,urban_parcel,34.3,34.2,34.2,0.39,21.02,NEW CAMP AT KAHUKU VILLAGE,934460.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
156002055,urban_parcel,94.0,88.3,93.5,0.25,21.28,CITY AND COUNTY OF HONOLULU,48409.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
156003054,urban_parcel,35.9,35.3,35.7,0.18,22.41,NORTH SHORE BAY OWNER LLC,1354.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
156003055,urban_parcel,25.7,25.7,25.7,1.44,23.77,NORTH SHORE BAY OWNER LLC,75352.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
156003056,urban_parcel,29.2,29.2,29.2,1.17,23.43,NORTH SHORE BAY OWNER LLC,236037.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
156003058,urban_parcel,12.0,12.1,12.1,1.0,23.22,NORTH SHORE BAY OWNER LLC,75818.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
156003059,urban_parcel,70.3,70.6,70.6,0.65,22.93,NORTH SHORE BAY OWNER LLC,17828.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
156003060,urban_parcel,47.0,46.8,46.8,0.44,22.84,NORTH SHORE BAY OWNER LLC,2764.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
156003062,urban_parcel,157.4,157.3,157.3,0.18,22.46,NORTH SHORE BAY OWNER LLC,75731.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
156006003,urban_parcel,15.5,15.5,15.5,0.05,20.89,STATE OF HAWAII,72174.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
156006057,urban_parcel,13.6,6.4,10.0,0.28,20.53,MANAGER'S RANCH,679283.0,,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
157001027,urban_parcel,14.9,14.9,14.9,0.66,22.9,KUILIMA ESTATES EAST,5948337.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
157001029,urban_parcel,17.6,17.5,17.5,0.7,22.84,KUILIMA ESTATES WEST,5677388.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
157001043,urban_parcel,50.8,50.9,50.9,0.58,22.64,NORTH SHORE BAY OWNER LLC,75565.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
157001044,urban_parcel,28.7,28.7,28.7,0.81,22.81,NORTH SHORE BAY TRS DEVELOPMENT LLC,473088.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
157001046,urban_parcel,29.5,28.7,29.5,1.19,23.21,NORTH SHORE BAY OWNER LLC,3222613.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
157001048,urban_parcel,22.9,22.9,22.9,0.97,23.35,TB H2 HOLDINGS LLC,598733.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
157001050,urban_parcel,32.9,33.1,33.1,0.98,23.37,NORTH SHORE CLUB RESIDENCES,1249466.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
157001052,urban_parcel,69.2,69.3,69.3,0.48,22.81,NORTH SHORE BAY OWNER LLC,75411.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
157001055,urban_parcel,10.8,10.8,10.8,1.08,23.11,NORTH SHORE BAY TRS DEVELOPMENT LLC,75906.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
157006026,urban_parcel,31.2,31.4,31.4,0.72,22.59,S OF H DLNR,14106.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
157006027,urban_parcel,20.9,21.0,21.1,0.7,22.59,S OF H DLNR,14738.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
159001038,urban_parcel,15.2,13.5,15.5,0.23,18.71,STATE OF HAWAII,7.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
159003032,urban_parcel,15.2,14.2,15.2,0.27,18.07,STATE OF HAWAII,144483.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
159004019,urban_parcel,11.3,7.8,10.9,0.19,17.38,STATE OF HAWAII,207374.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
161004023,urban_parcel,11.9,11.9,11.9,0.5,14.9,B P BISHOP TRUST ESTATE,123046.0,uncertain,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
161004058,urban_parcel,19.7,19.8,19.8,0.54,14.81,B P BISHOP TRUST ESTATE,99404.0,uncertain,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
162001001,urban_parcel,92.7,92.7,92.7,0.77,14.4,B P BISHOP TRUST ESTATE,44325.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
162001002,urban_parcel,14.2,14.2,14.2,0.65,14.03,CITY AND COUNTY OF HONOLULU,2263785.0,uncertain,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
162001010,urban_parcel,10.4,10.3,10.3,0.7,14.69,B P BISHOP TRUST ESTATE,135652.0,uncertain,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
166002001,urban_parcel,19.0,19.0,19.0,0.85,13.98,CITY AND COUNTY OF HONOLULU,61621.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
166007007,urban_parcel,52.7,52.6,52.6,1.08,13.76,CITY AND COUNTY OF HONOLULU,48610.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
166014004,urban_parcel,20.2,20.1,20.1,0.97,13.58,KAIAKA BAY FARMS LLC,15935.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
167001013,urban_parcel,10.1,9.9,10.1,1.25,13.08,HKG RI LLC,97097.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
167001062,urban_parcel,20.8,20.7,20.9,1.5,13.49,WPC WAIALUA LLC,500979.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
167001075,urban_parcel,11.3,10.5,11.3,1.59,13.67,DOLE FOOD CO INC,56340.0,uncertain,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
167001076,urban_parcel,12.1,12.1,12.1,1.61,13.69,,17948.0,durable,True,no RPAD owner row found; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
167001078,urban_parcel,11.1,11.2,11.2,1.71,13.98,OLA AINA FARMS LLC,65240.0,uncertain,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
167002009,urban_parcel,14.4,14.4,14.5,1.39,13.14,STATE OF HAWAII,94249.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
167002010,urban_parcel,12.1,12.1,12.1,1.64,13.29,CITY AND COUNTY OF HONOLULU,102616.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
171002004,urban_parcel,16.9,9.4,12.0,0.62,1.31,AGRIBUSINESS DEVELOPMENT CORPORATION,262250.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
173007001,urban_parcel,15.0,7.2,11.6,0.01,0.67,WAHIAWA WATER CO INC,3509.0,,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
173011002,military_note,11.4,11.2,11.4,0.04,1.99,UNITED STATES OF AMERICA,131998.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
173019013,urban_parcel,11.0,11.0,11.0,0.44,1.12,CITY AND COUNTY OF HONOLULU,1516478.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
174017001,urban_parcel,26.5,8.0,17.0,0.41,0.71,STATE OF HAWAII,92975.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
174018001,urban_parcel,30.6,29.5,30.6,0.13,0.77,CITY AND COUNTY OF HONOLULU,1053057.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
175011001,urban_parcel,17.9,18.0,18.0,0.98,1.33,PULLMAN HILL LAND TRUST,631703.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
175027010,urban_parcel,22.6,15.0,17.6,1.36,1.36,HIDDEN VALLEY ESTATES,3948437.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
176001001,military_note,13.3,11.8,12.4,0.0,0.0,UNITED STATES OF AMERICA,500632.0,,False,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
177001001,military_note,2845.2,2610.6,2717.0,0.0,0.53,UNITED STATES OF AMERICA,45453.0,,False,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
177001002,urban_parcel,18.2,18.2,18.2,0.03,1.36,STATE OF HAWAII,183535.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184002005,urban_parcel,145.6,121.5,140.0,6.69,14.2,MAKAHA GOLF & RESORT LLC,45236.0,,False,owner suggests golf; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184002007,urban_parcel,66.8,64.4,66.9,7.0,14.54,MAKAHA GOLF & RESORT 4 LLC,109950.0,,True,owner suggests golf; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184002010,urban_parcel,14.1,3.9,10.7,8.33,15.91,MAKAHA VALLEY TOWERS,2547572.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184002043,urban_parcel,24.9,24.8,24.8,8.11,15.47,MMM88LLC,30283.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184002048,urban_parcel,23.4,23.4,23.4,7.8,15.13,MMM88LLC,49686.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184002049,urban_parcel,28.1,24.2,28.0,8.0,15.56,MAKAHA VALLEY PLANTATION,2005014.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184002050,urban_parcel,19.6,13.4,18.8,8.09,15.59,HRT KILI DRIVE LLC,38062.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184002053,urban_parcel,166.2,155.7,164.9,7.63,15.1,MAKAHA GOLF & RESORT 2 LLC,30018.0,,True,owner suggests golf; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184002054,urban_parcel,33.1,25.7,32.1,7.13,14.62,MAKAHA GOLF & RESORT 3 LLC,241529.0,,True,owner suggests golf; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184002055,urban_parcel,87.4,73.8,84.5,7.58,15.18,MAKAHA GOLF & RESORT 2 LLC,34959.0,,True,owner suggests golf; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184002056,urban_parcel,45.2,8.1,41.9,6.33,13.78,MAKAHA GOLF & RESORT LLC,7439.0,,True,owner suggests golf; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184002057,urban_parcel,40.4,8.7,39.3,6.58,14.21,MAKAHA GOLF & RESORT LLC,7521.0,,True,owner suggests golf; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184002058,urban_parcel,110.0,80.1,108.9,8.28,15.86,HRT KILI DRIVE LLC,16884.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184002060,urban_parcel,68.1,33.3,65.2,8.0,15.58,HRT KILI DRIVE LLC,18975.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184002062,urban_parcel,14.0,4.4,13.1,8.36,15.9,HRT KILI DRIVE LLC,8004.0,,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184002064,urban_parcel,13.5,12.5,13.4,8.06,15.58,MAKAHA OCEANVIEW ESTATES,3162027.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184002079,urban_parcel,21.7,21.7,21.7,8.55,15.88,HRT KILI DRIVE LLC,31489.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184002080,urban_parcel,12.0,12.0,12.0,8.98,16.28,CITY AND COUNTY OF HONOLULU,31070.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
184002082,urban_parcel,23.5,19.9,22.8,7.41,14.92,ANDAMIRO MAKAHA,3903163.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
