tmk_or_site,type,acres_total,acres_le15,acres_le30,dist_46kv_km,dist_138kv_km,owner,land_value_per_ac,viability_class,low_improvement_flag,notes,source
191134006,urban_parcel,28.2,28.1,28.1,3.17,3.17,CITY AND COUNTY OF HONOLULU,1307.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191134009,urban_parcel,21.6,20.1,21.7,2.24,2.24,HOAKALEI COUNTRY CLUB GODO KAISHA,56664.0,,True,owner suggests golf; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191134028,urban_parcel,10.8,10.6,10.7,2.4,2.4,HASEKO (EWA) INC,9.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191134038,urban_parcel,12.2,11.1,12.1,2.61,2.61,HASEKO (EWA) INC,1906242.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191134043,urban_parcel,114.0,107.0,113.8,2.53,2.53,HOAKALEI COUNTRY CLUB GODO KAISHA,56629.0,,True,owner suggests golf; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191134056,urban_parcel,112.6,109.4,112.4,1.96,1.96,HOAKALEI COUNTRY CLUB GODO KAISHA,127027.0,,False,owner suggests golf; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191134067,urban_parcel,14.3,14.3,14.3,2.67,2.67,HASEKO (EWA) INC,1888040.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191134077,urban_parcel,60.8,59.8,60.8,2.61,2.61,,,,False,no RPAD owner row found; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191134078,urban_parcel,17.0,17.0,17.1,3.03,3.03,HOAKALEI CORP,23554.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191134083,urban_parcel,28.7,28.7,28.7,2.43,2.43,HASEKO (EWA) INC,390968.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191136064,urban_parcel,25.5,20.5,25.5,3.88,3.88,GENTRY HOMES LTD,51.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191139173,urban_parcel,13.1,13.1,13.1,0.09,0.09,HAWAIIAN HOME LANDS,8.0,durable,True,Public-State DHHL; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191141001,urban_parcel,11.2,11.2,11.2,2.87,2.87,MONTECITO/TUSCANY III,9383093.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191148037,urban_parcel,10.9,10.9,10.9,0.95,0.95,ROMAN CATHOLIC CHURCH,1658711.0,higher_value_development,True,owner suggests church; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191151055,urban_parcel,19.3,19.8,19.8,0.05,0.05,HAWAIIAN HOME LANDS,493.0,durable,True,Public-State DHHL; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191160014,urban_parcel,17.7,17.7,17.7,0.02,0.02,COSTCO WHOLESALE CORPORATION,1782138.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191160021,urban_parcel,16.7,11.6,16.7,0.02,0.02,CITY AND COUNTY OF HONOLULU,1315.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191160023,urban_parcel,15.3,15.2,15.2,0.07,0.07,STATE OF HAWAII,2019162.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191160024,urban_parcel,12.1,12.0,12.0,0.25,0.25,DEPARTMENT OF EDUCATION,2357446.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191160035,urban_parcel,42.5,41.3,42.4,0.92,1.06,CITY AND COUNTY OF HONOLULU,61228.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191160051,urban_parcel,14.3,14.3,14.3,0.07,0.07,OLINO AT MEHANA,8059770.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191160052,urban_parcel,10.7,10.7,10.7,0.22,0.22,KAHIKU AT MEHANA,8619417.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191160064,urban_parcel,28.0,24.3,27.9,0.25,0.25,CITY AND COUNTY OF HONOLULU,1057303.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191170027,urban_parcel,15.1,15.1,15.1,3.06,3.06,WAI KAI RESIDENTIAL LLC,551970.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191171110,urban_parcel,13.9,10.9,13.9,2.01,2.01,GENTRY HOMES LTD,50.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191175003,urban_parcel,22.2,20.6,21.9,0.15,0.15,KALUKI LLC,1368542.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191175035,urban_parcel,36.4,36.6,36.6,0.26,0.26,ABP KBPWII LLC,1203401.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191175041,urban_parcel,14.1,14.5,14.6,0.14,0.14,ODEX KAPOLEI LLC,1812201.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191181022,urban_parcel,14.7,15.1,15.2,1.29,1.29,CITY AND COUNTY OF HONOLULU,519160.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191181035,urban_parcel,16.1,15.7,16.1,1.16,1.16,QUEEN'S MEDICAL CENTER THE,2185723.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191181037,urban_parcel,12.7,12.8,12.8,1.72,1.72,ROMAN CATHOLIC CHURCH,238092.0,uncertain,True,owner suggests church; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191182009,urban_parcel,181.9,162.4,181.3,0.01,0.01,CITY AND COUNTY OF HONOLULU,82209.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191182011,urban_parcel,17.5,17.5,17.5,0.24,0.24,CITY AND COUNTY OF HONOLULU,92134.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
191184004,urban_parcel,14.9,7.1,10.4,2.72,2.72,GENTRY HOMES LTD,7405.0,,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
192003075,urban_parcel,17.6,11.7,15.8,1.0,1.72,ANUHEA AT MAKAKILO,5873284.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
192019021,urban_parcel,16.2,10.4,16.1,1.59,1.8,MAKAKILO HALE II,777924.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
192019025,urban_parcel,12.9,8.7,12.0,1.53,1.53,PALEHUA GARDENS PH 1-4,3242176.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
192019056,urban_parcel,15.4,8.8,14.6,0.96,0.96,SEASCAPE AT MAKAKILO,3504844.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
192019059,urban_parcel,39.7,5.9,19.5,0.22,0.22,AWANUI GROUP LLC,1312.0,,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
192019062,urban_parcel,23.7,12.8,18.4,1.31,1.36,MAKAKILO CLIFFS,1063267.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
192019064,urban_parcel,20.4,3.2,14.0,1.24,1.3,FINANCE REALTY LTD,21940.0,,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
192019068,urban_parcel,10.8,8.3,10.8,0.9,0.9,"DOMINGO,EDITHA V",7094526.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
192019073,urban_parcel,13.2,8.1,12.6,0.77,0.77,"WALDEN,ANDREW R",6444117.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
192019095,urban_parcel,71.6,13.8,46.5,1.42,1.42,MAKAKILO NURSERY LLC,2055.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
192019096,urban_parcel,41.2,4.9,29.2,1.56,1.72,KAHIWELO AT MAKAKILO COMMUNITY ASSN,1438.0,,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
192043007,urban_parcel,67.6,20.1,55.6,0.01,0.01,MAKAIWA HILLS LLC,562.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
192043010,urban_parcel,42.7,36.4,42.7,0.67,0.71,AINA NUI CORPORATION,54887.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
192043012,urban_parcel,27.8,22.1,25.2,0.0,0.19,CAMPBELL HAWAII INVESTOR LLC,455976.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
192043014,urban_parcel,13.3,13.1,13.2,0.0,0.34,UEKAWA HOLDINGS LLC,3162665.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
192045007,urban_parcel,32.1,4.9,23.2,0.0,0.0,PALEHUA PARTNERS JOINT VENTURE,30316.0,,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
192049003,urban_parcel,18.8,16.1,18.9,0.13,0.13,HAWAIIAN ELECTRIC CO INC,564874.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
192049006,urban_parcel,450.7,136.6,230.2,0.0,0.0,HAWAIIAN ELECTRIC CO INC,702712.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
192050001,urban_parcel,1048.6,384.3,869.3,0.0,0.0,MAKAIWA HILLS LLC,245.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
192050003,urban_parcel,572.4,193.8,423.9,0.0,0.0,MAKAIWA HILLS LLC,319.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
193002001,military_note,93.6,93.0,93.8,1.01,1.01,UNITED STATES OF AMERICA,137877.0,,False,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194001029,urban_parcel,25.0,23.6,24.8,1.12,1.12,CITY AND COUNTY OF HONOLULU,938345.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194002001,urban_parcel,124.4,118.8,124.5,0.51,0.51,ROYAL KUNIA BUSINESS PARK CONDOMINIUM,515955.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194002046,urban_parcel,162.7,144.0,162.0,0.74,0.74,JAC HAWAII INC,82951.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194002049,urban_parcel,20.7,16.4,20.0,0.89,0.89,CENTRAL OAHU ASSOCIATES LLC,30040.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194002050,urban_parcel,18.4,15.6,18.4,1.45,1.45,CHANTAVY OHANA ALLIANCE INC,30778.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194002052,urban_parcel,155.6,149.1,155.8,0.05,0.05,ROBINSON KUNIA LAND LLC,56822.0,uncertain,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194002064,urban_parcel,131.1,123.9,131.0,1.11,1.11,"MEADOWS AT ROYAL KUNIA,THE",60514.0,uncertain,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194002068,urban_parcel,11.9,11.7,11.8,1.43,1.43,KUNIA RESIDENTIAL PARTNERS,9337.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194002070,urban_parcel,13.3,13.0,13.4,1.09,1.09,HASEKO ROYAL KUNIA LLC,539933.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194002078,urban_parcel,36.5,29.4,36.1,1.14,1.14,HASEKO ROYAL KUNIA LLC,363760.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194002079,urban_parcel,12.0,12.1,12.1,1.31,1.31,RKES LLC,29957.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194002084,urban_parcel,37.3,36.9,37.2,1.19,1.19,HASEKO ROYAL KUNIA LLC,95099.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194002085,urban_parcel,33.1,32.4,32.9,0.65,0.65,HASEKO ROYAL KUNIA LLC,323176.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194002086,urban_parcel,91.0,90.9,90.9,0.47,0.47,,,,False,no RPAD owner row found; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194005002,urban_parcel,18.4,7.1,12.3,0.0,0.0,STATE OF HAWAII,238732.0,,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194005030,urban_parcel,15.8,13.8,15.9,0.74,0.74,NOB HILL III,8229615.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194005035,urban_parcel,11.0,7.7,11.1,0.71,0.71,"PARACUELLES,TONI L TR",8640912.0,,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194005041,urban_parcel,21.2,21.3,21.3,1.12,1.12,CITY AND COUNTY OF HONOLULU,1239777.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194006011,urban_parcel,21.4,8.1,13.7,0.0,1.08,B P BISHOP TRUST ESTATE,7015.0,,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194006091,urban_parcel,30.9,16.8,20.9,0.0,0.0,CASTLE & COOKE HOMES HAWAII INC,59366.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194006110,urban_parcel,16.7,16.5,16.7,0.25,0.25,,,,False,no RPAD owner row found; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194006169,urban_parcel,18.7,18.4,18.6,0.0,0.0,CASTLE & COOKE HOMES HAWAII INC,2256.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194006182,urban_parcel,39.7,35.5,39.2,0.17,0.17,,,,False,no RPAD owner row found; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194006212,urban_parcel,171.1,135.9,152.9,0.0,0.0,,,,False,no RPAD owner row found; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194007010,urban_parcel,69.1,61.0,68.7,0.22,0.22,SNG USA CORP,90197.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194007012,urban_parcel,18.4,17.9,18.4,0.62,0.62,FAIRWAY VILLAGE AT WAIKELE,8234105.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194007032,urban_parcel,17.6,17.4,17.5,0.25,0.25,PARKGLEN AT WAIKELE,8338412.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194007033,urban_parcel,11.2,10.9,11.2,0.4,0.4,HO'OMAKA VILLAGE,8611512.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194007035,urban_parcel,41.0,40.5,41.0,0.0,0.0,AMFAC PROPERTY INV CORP,2.0,durable,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194007036,urban_parcel,18.0,14.8,18.0,0.0,0.0,SNG USA CORP,90660.0,uncertain,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194007047,urban_parcel,10.7,10.6,10.6,0.6,0.6,"BORROMEO,DUSTIN B C",8263140.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194007048,urban_parcel,12.5,11.4,12.5,0.6,0.6,SNG USA CORP,88414.0,uncertain,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194007050,urban_parcel,16.7,15.1,16.2,0.2,0.2,"CPG PARTNERS, L.P.",4263657.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194007052,urban_parcel,12.8,12.2,12.8,0.1,0.1,CITY AND COUNTY OF HONOLULU,828797.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194007054,urban_parcel,31.9,30.2,31.9,0.0,0.0,AAT WAIKELE CENTER LLC,3801642.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194007055,urban_parcel,23.6,17.8,23.3,0.0,0.0,SNG USA CORP,90136.0,uncertain,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194007057,urban_parcel,12.3,10.5,12.3,0.4,0.4,SNG USA CORP,90718.0,uncertain,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194007067,urban_parcel,11.6,11.1,11.6,0.02,0.02,MAHI KO AT WAIKELE,8737993.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194008010,urban_parcel,23.7,21.0,23.1,0.58,0.58,HAWAIIAN HOME LANDS,305125.0,durable,True,Public-State DHHL; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194008020,urban_parcel,26.4,23.4,26.3,0.81,0.81,CITY AND COUNTY OF HONOLULU,1496044.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194008025,urban_parcel,18.9,15.1,17.5,0.72,0.72,STATE OF HAWAII,305828.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194010004,urban_parcel,16.0,14.2,16.0,0.79,0.79,CITY AND COUNTY OF HONOLULU,39597.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194010041,urban_parcel,19.9,14.8,19.4,0.61,0.61,CITY AND COUNTY OF HONOLULU,1533998.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194012008,military_note,82.1,53.1,63.8,1.38,2.58,UNITED STATES OF AMERICA,61226.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194012009,military_note,31.0,18.1,24.8,1.45,3.06,UNITED STATES OF AMERICA,62581.0,,True,Public-Federal; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194012011,urban_parcel,40.5,22.3,33.5,1.19,3.0,STATE OF HAWAII,63516.0,durable,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194017003,urban_parcel,13.8,13.8,13.8,1.16,1.16,CITY AND COUNTY OF HONOLULU,1311481.0,,False,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194047005,urban_parcel,18.2,17.9,18.2,0.68,0.68,"WRPV XIV OASIS TH, LLC",4447921.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194099073,urban_parcel,10.5,10.5,10.5,0.75,0.8,"MIYAKE,DARON K",8347081.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194107100,urban_parcel,21.1,13.1,19.3,0.03,0.03,PARKVIEW VILLAGE,2435414.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194115002,urban_parcel,12.3,12.0,12.3,1.06,1.31,CITY AND COUNTY OF HONOLULU,829105.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194127015,urban_parcel,15.2,14.7,15.3,0.37,0.63,COSTCO WHOLESALE CORP,3383217.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194138003,urban_parcel,12.9,13.0,13.0,1.08,1.08,MILILANI PARKWAY,8544298.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194146001,urban_parcel,10.6,10.5,10.6,0.49,0.49,DOUGLAS EMMETT RESDNTL 2005 LLC,4243202.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
194146008,urban_parcel,10.1,10.1,10.1,0.85,0.85,DOUGLAS EMMETT RESDNTL 2005 LLC,4096066.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
195001035,urban_parcel,39.5,39.6,40.5,1.1,2.03,YHB MILILANI GC LLC,250860.0,uncertain,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
195001054,urban_parcel,26.4,24.3,26.4,1.26,1.41,STATE OF HAWAII,1148432.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
195001055,urban_parcel,17.5,17.4,17.5,1.03,1.34,STATE OF HAWAII,1158142.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
195001068,urban_parcel,12.3,12.2,12.3,0.0,1.57,CITY AND COUNTY OF HONOLULU,1173827.0,durable,True,Public-County; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
195001074,urban_parcel,64.1,9.3,24.2,0.0,0.97,MILILANI TOWN ASSOCIATION,98.0,,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
195002023,urban_parcel,12.8,10.0,11.4,0.25,1.18,"OENTOJO,JENNIFER S",9156979.0,,False,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
195002033,urban_parcel,12.1,12.2,12.2,0.9,0.9,,,,False,Public-County; no RPAD owner row found; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
195002035,urban_parcel,12.9,12.9,13.0,0.0,0.0,CASTLE & COOKE HOMES HAWAII INC,8.0,higher_value_development,True,urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
195002040,urban_parcel,15.5,14.3,15.4,0.89,0.89,STATE OF HAWAII,1309864.0,,False,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
195002046,urban_parcel,11.9,11.3,11.8,0.48,0.48,STATE OF HAWAII,3383682.0,uncertain,True,Public-State; urban-district portion of parcel screened; single-parcel basis,SLUD+parcels+RPAD ASMTGIS/OWNALL taxyr 2026/27
