tmk,parcel_acres,slope_0_5,slope_5_10,slope_10_15,slope_15_20,slope_20_25,slope_25_30,slope_gt30
141025044,1.086,0.494,0.321,0.099,0.124,0.025,0.0,0.0
141025046,1.785,0.717,0.519,0.371,0.099,0.074,0.0,0.0
141025049,1.013,0.988,0.025,0.049,0.025,0.0,0.0,0.0
141025050,0.393,0.222,0.049,0.074,0.074,0.0,0.0,0.0
141025051,1.042,0.593,0.173,0.173,0.124,0.0,0.0,0.0
141025052,0.41,0.395,0.025,0.0,0.0,0.0,0.0,0.0
141025053,0.781,0.642,0.025,0.025,0.025,0.0,0.0,0.0
141025054,0.354,0.198,0.025,0.025,0.025,0.074,0.0,0.0
141025055,2.866,1.458,0.766,0.395,0.198,0.074,0.0,0.0
141025057,0.796,0.198,0.173,0.173,0.173,0.074,0.0,0.0
141025058,2.305,1.656,0.618,0.025,0.0,0.0,0.0,0.0
141025059,2.188,1.804,0.346,0.049,0.0,0.0,0.0,0.0
141025060,2.024,1.26,0.717,0.025,0.0,0.0,0.0,0.0
141025061,1.093,0.642,0.198,0.124,0.099,0.049,0.0,0.0
141025062,0.08,0.0,0.025,0.0,0.025,0.0,0.0,0.0
141025063,0.256,0.0,0.025,0.049,0.049,0.099,0.049,0.0
141025064,8.646,6.672,1.927,0.025,0.0,0.0,0.0,0.0
141025065,0.262,0.148,0.124,0.0,0.0,0.0,0.0,0.0
141025066,0.445,0.198,0.222,0.0,0.0,0.0,0.0,0.0
141025067,4.67,4.25,0.42,0.0,0.0,0.0,0.0,0.0
141025068,2.174,2.051,0.099,0.0,0.0,0.0,0.0,0.0
141025069,2.153,2.224,0.0,0.0,0.0,0.0,0.0,0.0
141025070,0.268,0.272,0.0,0.0,0.0,0.0,0.0,0.0
141026001,59.222,54.19,4.547,0.667,0.0,0.0,0.0,0.0
141026002,59.741,37.906,16.136,3.707,1.927,0.099,0.0,0.0
141026005,6.135,4.646,1.013,0.321,0.099,0.025,0.0,0.0
141026006,3.453,2.842,0.544,0.099,0.0,0.0,0.0,0.0
141026007,2.09,2.051,0.049,0.0,0.0,0.0,0.0,0.0
141026009,1.999,1.952,0.099,0.0,0.0,0.0,0.0,0.0
141026010,9.474,9.069,0.395,0.0,0.0,0.0,0.0,0.0
141026011,8.122,7.883,0.247,0.0,0.0,0.0,0.0,0.0
141026012,1.047,0.988,0.0,0.0,0.0,0.0,0.0,0.0
141026013,7.091,5.436,0.988,0.494,0.099,0.025,0.0,0.0
141026014,0.222,0.099,0.148,0.0,0.0,0.0,0.0,0.0
141026015,8.693,2.323,2.298,1.977,0.717,0.593,0.395,0.519
141026016,1.329,0.074,0.099,0.124,0.124,0.099,0.124,0.667
141026017,7.626,0.346,0.865,3.262,1.952,0.766,0.198,0.272
141026018,5.595,0.222,0.222,1.236,1.977,1.26,0.618,0.099
141026019,6.797,0.272,1.087,1.656,1.409,1.013,0.692,0.692
141026021,8.286,5.585,2.076,0.346,0.148,0.0,0.0,0.0
141026023,0.099,0.0,0.049,0.049,0.0,0.0,0.0,0.0
141026024,5.014,4.893,0.099,0.0,0.0,0.0,0.0,0.0
141026025,2.055,1.73,0.321,0.0,0.0,0.0,0.0,0.0
141026026,2.008,1.384,0.544,0.025,0.0,0.0,0.0,0.0
141026027,1.933,1.631,0.297,0.0,0.0,0.0,0.0,0.0
141026028,3.49,2.249,1.161,0.049,0.0,0.0,0.0,0.0
141026030,2.352,2.323,0.074,0.0,0.0,0.0,0.0,0.0
141026031,2.005,1.977,0.0,0.0,0.0,0.0,0.0,0.0
141026032,4.853,4.275,0.544,0.049,0.049,0.0,0.0,0.0
141027001,1.166,0.0,0.049,0.148,0.198,0.272,0.222,0.272
141027002,1.008,0.124,0.222,0.173,0.222,0.222,0.074,0.0
141027003,0.161,0.0,0.0,0.0,0.049,0.049,0.025,0.0
141027004,1.033,0.074,0.099,0.346,0.297,0.148,0.0,0.0
141027005,1.175,0.0,0.0,0.173,0.42,0.173,0.198,0.198
141027006,6.256,0.272,1.458,0.964,1.038,1.211,0.618,0.667
141027007,5.798,0.124,1.26,1.705,1.507,0.865,0.346,0.0
141027008,8.203,0.494,3.781,3.039,0.642,0.222,0.049,0.0
141027009,8.297,3.509,4.398,0.321,0.074,0.0,0.0,0.0
141027010,9.044,2.743,4.646,1.087,0.494,0.074,0.049,0.0
141027011,8.533,1.384,6.449,0.494,0.148,0.049,0.0,0.0
141027012,9.39,0.395,4.769,2.52,1.063,0.395,0.124,0.049
141027013,48.635,0.0,0.124,1.137,5.362,13.788,14.283,14.134
141027014,20.703,0.0,0.717,4.201,6.87,6.079,2.224,0.494
141027015,1.467,0.124,0.124,0.099,0.247,0.42,0.148,0.321
141027016,20.175,2.323,2.866,4.102,4.448,2.446,1.754,2.397
141027017,1.632,0.0,0.247,0.741,0.198,0.148,0.099,0.222
141027018,6.523,0.0,3.459,2.348,0.124,0.173,0.321,0.074
141027019,10.283,0.84,6.425,1.458,0.939,0.321,0.099,0.148
141027020,19.566,0.0,1.359,3.188,4.547,3.781,2.644,3.682
141027021,0.534,0.0,0.049,0.173,0.148,0.0,0.049,0.074
141027022,1.009,0.0,0.0,0.148,0.124,0.099,0.198,0.47
141027023,15.057,0.642,5.955,2.273,1.359,1.236,1.236,2.348
141027024,19.166,2.076,4.176,3.287,2.842,2.842,1.433,2.619
141027025,5.888,1.507,3.534,0.568,0.222,0.0,0.0,0.0
141027026,5.566,0.47,4.003,1.063,0.049,0.0,0.0,0.0
141027027,6.781,0.914,5.881,0.0,0.0,0.0,0.0,0.0
141027028,7.206,1.829,4.942,0.445,0.0,0.0,0.0,0.0
141027029,7.036,5.758,1.31,0.0,0.0,0.0,0.0,0.0
141027030,7.863,4.151,3.188,0.42,0.074,0.0,0.0,0.0
141035001,11.515,0.247,1.927,2.792,2.1,1.211,0.717,2.545
141035002,6.118,0.445,1.285,2.002,0.939,0.494,0.445,0.494
141035003,8.363,0.371,1.557,1.705,1.532,1.334,0.914,0.988
141035004,10.071,0.272,2.866,3.435,1.409,0.815,0.717,0.519
141035005,10.086,0.642,2.619,2.076,1.754,1.606,0.84,0.544
141035006,10.301,1.433,1.581,1.779,1.359,1.334,1.285,1.557
141035007,10.064,1.853,2.051,2.57,0.791,1.236,1.112,0.445
141035008,10.023,3.039,3.089,1.581,1.236,0.815,0.297,0.0
141035009,9.415,2.125,2.891,2.545,1.31,0.297,0.173,0.0
141035010,9.624,4.25,2.323,1.829,0.618,0.321,0.124,0.124
141035011,7.31,2.323,2.348,1.581,0.865,0.099,0.0,0.0
141035012,5.663,0.988,1.483,1.384,0.939,0.371,0.247,0.173
141035013,7.127,1.087,2.026,1.73,0.766,0.593,0.321,0.593
141035014,4.642,0.297,1.705,1.433,0.939,0.272,0.0,0.0
141035016,0.539,0.049,0.395,0.148,0.0,0.0,0.0,0.0
141035018,2.679,0.593,0.865,0.766,0.272,0.124,0.0,0.0
141035019,2.68,0.815,0.815,0.642,0.297,0.173,0.0,0.0
141035020,0.385,0.025,0.272,0.049,0.0,0.0,0.0,0.0
141038020,0.261,0.049,0.173,0.025,0.0,0.0,0.0,0.0
141038021,0.129,0.049,0.074,0.0,0.0,0.0,0.0,0.0
141038054,1.014,0.395,0.568,0.124,0.0,0.0,0.0,0.0
141040007,0.115,0.124,0.0,0.0,0.0,0.0,0.0,0.0
141040008,0.12,0.099,0.0,0.0,0.0,0.0,0.0,0.0
141040009,0.127,0.173,0.0,0.0,0.0,0.0,0.0,0.0
141040010,0.135,0.124,0.0,0.0,0.0,0.0,0.0,0.0
141040011,0.146,0.148,0.0,0.0,0.0,0.0,0.0,0.0
141040012,0.158,0.173,0.0,0.0,0.0,0.0,0.0,0.0
141040013,0.115,0.099,0.0,0.0,0.0,0.0,0.0,0.0
141040014,0.115,0.148,0.0,0.0,0.0,0.0,0.0,0.0
141040015,0.181,0.198,0.0,0.0,0.0,0.0,0.0,0.0
141040016,0.152,0.124,0.0,0.0,0.0,0.0,0.0,0.0
141040017,0.115,0.148,0.0,0.0,0.0,0.0,0.0,0.0
141040018,0.115,0.099,0.0,0.0,0.0,0.0,0.0,0.0
141040019,0.185,0.198,0.0,0.0,0.0,0.0,0.0,0.0
141040020,0.149,0.148,0.0,0.0,0.0,0.0,0.0,0.0
141040021,0.114,0.099,0.0,0.0,0.0,0.0,0.0,0.0
141040022,0.116,0.099,0.0,0.0,0.0,0.0,0.0,0.0
141040023,0.115,0.099,0.0,0.0,0.0,0.0,0.0,0.0
141040024,0.13,0.148,0.025,0.0,0.0,0.0,0.0,0.0
141040025,0.17,0.148,0.025,0.0,0.0,0.0,0.0,0.0
141040026,0.178,0.148,0.025,0.0,0.0,0.0,0.0,0.0
141040027,0.176,0.173,0.0,0.0,0.0,0.0,0.0,0.0
141040028,0.124,0.148,0.0,0.0,0.0,0.0,0.0,0.0
141040029,0.116,0.124,0.0,0.0,0.0,0.0,0.0,0.0
141040030,0.121,0.074,0.0,0.074,0.0,0.0,0.0,0.0
141040031,0.122,0.025,0.049,0.025,0.0,0.0,0.0,0.0
141040032,0.121,0.049,0.074,0.025,0.0,0.0,0.0,0.0
141040033,0.121,0.025,0.049,0.025,0.0,0.0,0.0,0.0
141040034,0.121,0.025,0.049,0.025,0.0,0.0,0.0,0.0
141040035,0.121,0.074,0.049,0.0,0.0,0.0,0.0,0.0
141040036,0.121,0.049,0.074,0.0,0.0,0.0,0.0,0.0
141040037,0.121,0.074,0.025,0.0,0.0,0.0,0.0,0.0
141040038,0.121,0.074,0.049,0.0,0.0,0.0,0.0,0.0
141040039,0.121,0.099,0.025,0.0,0.0,0.0,0.0,0.0
141040040,0.121,0.099,0.049,0.0,0.0,0.0,0.0,0.0
141040041,0.121,0.074,0.049,0.0,0.0,0.0,0.0,0.0
141040042,0.121,0.074,0.049,0.0,0.0,0.0,0.0,0.0
141040043,0.121,0.049,0.074,0.0,0.0,0.0,0.0,0.0
141040044,0.121,0.074,0.049,0.0,0.0,0.0,0.0,0.0
141040045,0.121,0.049,0.049,0.0,0.0,0.0,0.0,0.0
141040046,0.121,0.074,0.049,0.0,0.0,0.0,0.0,0.0
141040047,0.121,0.099,0.0,0.0,0.0,0.0,0.0,0.0
141040048,0.121,0.148,0.0,0.0,0.0,0.0,0.0,0.0
141040049,0.121,0.099,0.0,0.0,0.0,0.0,0.0,0.0
141040050,0.121,0.074,0.074,0.0,0.0,0.0,0.0,0.0
141040051,0.121,0.025,0.099,0.0,0.0,0.0,0.0,0.0
141040052,0.121,0.074,0.049,0.025,0.0,0.0,0.0,0.0
141040053,1.419,1.359,0.049,0.0,0.0,0.0,0.0,0.0
141040054,0.213,0.173,0.025,0.0,0.0,0.0,0.0,0.0
141040055,1.305,0.395,0.494,0.222,0.173,0.0,0.0,0.0
141041012,0.115,0.099,0.0,0.0,0.0,0.0,0.0,0.0
141041013,0.115,0.124,0.0,0.0,0.0,0.0,0.0,0.0
141041014,0.118,0.099,0.0,0.0,0.0,0.0,0.0,0.0
141041015,0.123,0.099,0.025,0.0,0.0,0.0,0.0,0.0
141041016,0.115,0.099,0.025,0.0,0.0,0.0,0.0,0.0
141041017,0.115,0.049,0.049,0.0,0.0,0.0,0.0,0.0
141041018,0.115,0.074,0.049,0.0,0.0,0.0,0.0,0.0
141041019,0.115,0.099,0.0,0.0,0.0,0.0,0.0,0.0
141041020,0.116,0.124,0.0,0.0,0.0,0.0,0.0,0.0
141041021,0.127,0.148,0.0,0.0,0.0,0.0,0.0,0.0
141041022,0.135,0.099,0.0,0.0,0.0,0.0,0.0,0.0
141041023,0.142,0.173,0.0,0.0,0.0,0.0,0.0,0.0
141041025,0.168,0.124,0.025,0.0,0.0,0.0,0.0,0.0
141041026,0.118,0.124,0.0,0.0,0.0,0.0,0.0,0.0
141041027,0.154,0.099,0.074,0.0,0.0,0.0,0.0,0.0
141041028,0.165,0.124,0.025,0.0,0.0,0.0,0.0,0.0
141041029,0.118,0.099,0.0,0.0,0.0,0.0,0.0,0.0
141041030,0.117,0.124,0.0,0.0,0.0,0.0,0.0,0.0
141041031,0.167,0.099,0.074,0.0,0.0,0.0,0.0,0.0
141041032,0.187,0.099,0.049,0.0,0.0,0.0,0.0,0.0
141041033,0.142,0.173,0.0,0.0,0.0,0.0,0.0,0.0
141041047,0.119,0.124,0.0,0.0,0.0,0.0,0.0,0.0
141041048,1.129,1.161,0.0,0.0,0.0,0.0,0.0,0.0
141041049,1.041,0.84,0.074,0.099,0.0,0.0,0.0,0.0
141999999,0.122,0.099,0.0,0.0,0.0,0.0,0.0,0.0
142005001,209.507,0.124,0.099,1.063,4.72,11.243,19.497,172.949
142005005,0.119,0.0,0.0,0.0,0.025,0.0,0.0,0.099
142005007,97.186,0.049,2.051,8.995,13.443,16.433,15.889,40.303
142005008,8.016,0.025,0.049,0.099,0.198,0.544,0.568,6.573
142005009,4.164,0.0,0.025,0.074,0.148,0.099,0.222,3.583
142005010,2.551,0.0,0.025,0.049,0.297,0.544,0.815,0.84
142005011,2.333,0.099,0.247,0.395,0.47,0.445,0.494,0.198
142005012,2.132,0.025,0.099,0.297,0.124,0.124,0.297,1.236
142005013,2.182,0.124,0.297,0.47,0.297,0.297,0.47,0.222
142005014,2.314,0.0,0.0,0.074,0.272,0.297,0.445,1.211
142005015,2.181,0.42,0.667,0.568,0.247,0.148,0.124,0.0
142005016,2.202,0.371,0.47,0.618,0.593,0.198,0.0,0.0
142005017,2.24,0.297,0.519,0.42,0.346,0.42,0.222,0.0
142005018,2.051,0.099,0.247,0.346,0.667,0.371,0.198,0.074
142005019,2.104,0.222,0.741,0.371,0.321,0.074,0.222,0.173
142005020,2.0,0.025,0.124,0.148,0.148,0.297,0.124,1.161
142005021,2.005,0.0,0.593,1.112,0.222,0.025,0.0,0.0
142005022,2.007,0.297,0.371,0.148,0.099,0.124,0.222,0.642
142005023,2.231,0.222,0.247,0.173,0.025,0.049,0.049,1.507
142005024,2.332,0.198,0.297,0.173,0.222,0.222,0.371,0.914
142005025,4.458,0.222,0.84,0.939,0.692,0.544,0.445,0.766
142005026,2.24,0.395,0.247,0.445,0.47,0.445,0.148,0.074
142005027,2.022,0.074,0.272,0.494,0.593,0.42,0.148,0.025
142005028,2.245,0.568,0.642,0.494,0.272,0.198,0.049,0.0
142005029,2.198,0.297,0.371,0.717,0.395,0.42,0.0,0.0
142005030,2.123,0.0,0.124,0.519,0.914,0.568,0.025,0.0
142005031,2.405,0.42,0.544,0.791,0.395,0.049,0.074,0.0
142006002,435.253,28.763,44.899,38.771,37.931,45.369,47.098,192.372
142006006,0.462,0.445,0.0,0.0,0.0,0.0,0.0,0.0
142006009,59.375,2.125,5.115,5.708,5.585,6.178,7.388,27.206
142006010,27.29,0.124,0.297,0.297,0.766,1.137,2.52,22.141
142007002,4.104,1.878,0.494,0.173,0.321,0.148,0.247,0.84
142007006,8.048,5.708,0.642,0.494,0.593,0.593,0.124,0.0
142007008,0.804,0.124,0.321,0.025,0.074,0.025,0.0,0.222
142007009,1.713,0.371,0.173,0.297,0.297,0.371,0.074,0.198
142007010,1.17,0.148,0.222,0.346,0.124,0.099,0.025,0.173
142007013,1.247,0.222,0.198,0.544,0.148,0.074,0.025,0.0
142007014,1.171,0.346,0.222,0.371,0.049,0.099,0.0,0.124
142007015,1.363,0.371,0.346,0.42,0.0,0.049,0.099,0.099
142007016,1.22,0.074,0.667,0.173,0.049,0.025,0.099,0.124
142007017,1.18,0.198,0.247,0.173,0.247,0.173,0.049,0.049
142007031,1.409,0.667,0.519,0.099,0.049,0.025,0.0,0.0
142007033,1.491,0.124,0.247,0.099,0.099,0.124,0.124,0.667
142007037,0.48,0.074,0.198,0.025,0.0,0.025,0.025,0.124
142007039,2.324,0.717,0.618,0.173,0.148,0.074,0.222,0.395
142007040,2.133,0.667,0.494,0.346,0.222,0.049,0.198,0.198
142007041,2.391,0.914,0.42,0.371,0.297,0.074,0.148,0.148
142007042,2.532,0.494,0.272,0.124,0.593,0.272,0.395,0.371
142007043,65.2,47.815,5.659,3.484,2.175,2.273,1.458,2.298
142008001,50.643,11.663,14.283,7.092,5.906,3.83,2.52,5.362
142008043,246.565,14.604,30.542,47.494,46.11,35.954,25.872,45.962
142008044,177.91,10.378,22.239,29.134,29.035,23.747,18.879,44.528
142009006,1.831,0.099,0.198,0.173,0.124,0.124,0.0,1.137
142010001,1687.935,6.054,25.773,49.248,80.285,97.705,96.717,1332.022
142010004,80.32,2.1,17.94,27.577,19.002,8.377,2.372,2.965
142011001,0.715,0.025,0.049,0.025,0.099,0.074,0.074,0.222
142011002,0.892,0.222,0.395,0.272,0.099,0.0,0.0,0.0
142011004,20.906,0.346,2.545,4.349,4.374,3.361,1.705,4.275
142011019,35.788,0.099,0.346,0.939,1.285,2.249,3.83,27.033
142011024,2.791,0.124,0.717,0.297,0.148,0.173,0.42,0.914
142011025,2.304,0.124,0.519,0.272,0.272,0.099,0.198,0.89
142011027,1.008,0.0,0.0,0.0,0.025,0.099,0.074,0.791
142011029,411.845,3.459,15.642,41.514,58.342,58.317,54.24,180.09
142012003,28.084,8.921,4.646,3.212,2.52,2.224,2.471,4.201
142012015,8.551,2.916,1.087,0.741,0.89,0.89,0.741,1.285
142013005,93.733,68.399,11.688,6.128,2.348,1.68,1.433,2.076
142013021,2.567,0.47,0.766,0.519,0.494,0.173,0.049,0.124
142014001,69.543,0.791,4.176,4.992,6.104,7.24,8.327,37.906
142014002,318.948,3.781,6.919,11.738,18.236,21.671,25.304,231.217
142014003,1.585,0.124,0.099,0.124,0.148,0.173,0.222,0.568
142014004,23.999,8.179,2.644,1.977,2.224,1.581,1.359,6.054
142014006,75.002,28.961,10.7,6.771,6.795,6.178,4.398,11.243
142043001,3.141,3.089,0.049,0.0,0.0,0.0,0.0,0.0
142043011,0.254,0.247,0.0,0.0,0.0,0.0,0.0,0.0
142043012,0.171,0.124,0.074,0.0,0.0,0.0,0.0,0.0
142043013,0.187,0.074,0.099,0.0,0.0,0.0,0.0,0.0
142043017,0.174,0.099,0.049,0.025,0.0,0.0,0.0,0.0
142043018,0.175,0.074,0.025,0.074,0.0,0.0,0.0,0.0
142043019,0.177,0.099,0.0,0.025,0.049,0.025,0.0,0.0
142043020,0.19,0.074,0.049,0.0,0.0,0.049,0.0,0.0
142043040,2.351,2.298,0.025,0.0,0.0,0.0,0.0,0.0
142044005,0.286,0.173,0.049,0.025,0.0,0.025,0.0,0.0
142044006,0.271,0.099,0.025,0.049,0.0,0.0,0.0,0.074
142044011,0.282,0.074,0.049,0.049,0.025,0.0,0.0,0.099
142044019,0.322,0.148,0.049,0.0,0.049,0.0,0.025,0.099
142044020,0.35,0.173,0.049,0.025,0.0,0.025,0.025,0.074
142044026,0.519,0.272,0.025,0.074,0.025,0.0,0.0,0.124
142045056,0.351,0.148,0.049,0.025,0.0,0.025,0.025,0.074
142063031,2.484,0.0,0.049,0.198,0.346,0.519,0.124,1.26
142063038,8.477,0.0,0.0,0.049,0.124,0.494,0.988,6.944
142063053,0.276,0.0,0.025,0.099,0.099,0.049,0.025,0.0
142063054,0.198,0.0,0.0,0.025,0.124,0.049,0.0,0.0
142063055,0.161,0.0,0.0,0.049,0.025,0.0,0.049,0.025
142064003,0.478,0.025,0.124,0.074,0.198,0.025,0.0,0.0
142064004,0.574,0.0,0.025,0.173,0.272,0.099,0.025,0.0
142064009,0.515,0.0,0.0,0.074,0.297,0.124,0.0,0.0
142064010,0.489,0.0,0.148,0.321,0.025,0.0,0.0,0.0
142064011,0.687,0.0,0.173,0.222,0.124,0.049,0.049,0.074
142066001,0.28,0.0,0.0,0.0,0.0,0.025,0.074,0.198
142066019,0.352,0.0,0.0,0.0,0.074,0.148,0.074,0.049
142066020,0.279,0.0,0.049,0.124,0.099,0.025,0.0,0.0
142066021,0.219,0.0,0.074,0.124,0.049,0.0,0.0,0.0
142066023,0.258,0.124,0.124,0.0,0.0,0.0,0.0,0.0
142066024,0.224,0.124,0.099,0.0,0.0,0.0,0.0,0.0
142066025,0.226,0.124,0.099,0.0,0.0,0.0,0.0,0.0
142066026,0.292,0.148,0.124,0.049,0.0,0.0,0.0,0.0
142066027,0.252,0.025,0.074,0.099,0.049,0.0,0.0,0.0
142066028,0.608,0.099,0.198,0.247,0.049,0.0,0.0,0.0
142066029,0.306,0.0,0.0,0.049,0.074,0.025,0.049,0.074
142066030,0.431,0.049,0.049,0.074,0.074,0.074,0.049,0.074
142066031,0.457,0.049,0.049,0.124,0.124,0.074,0.0,0.0
142066033,0.295,0.0,0.0,0.049,0.173,0.074,0.025,0.0
142067040,0.265,0.0,0.0,0.0,0.049,0.049,0.099,0.049
142067041,0.245,0.0,0.025,0.0,0.025,0.025,0.025,0.148
142067042,0.239,0.0,0.0,0.0,0.025,0.025,0.025,0.148
142067043,0.233,0.0,0.0,0.0,0.025,0.049,0.074,0.124
142067044,0.231,0.0,0.0,0.0,0.173,0.025,0.025,0.0
142067046,0.319,0.0,0.0,0.025,0.173,0.074,0.025,0.049
142067047,0.293,0.0,0.0,0.0,0.099,0.099,0.049,0.025
142067048,0.266,0.0,0.0,0.0,0.222,0.049,0.0,0.0
142067049,0.301,0.0,0.025,0.124,0.173,0.0,0.0,0.0
142067061,0.283,0.025,0.074,0.025,0.025,0.025,0.049,0.049
142068002,0.285,0.099,0.049,0.074,0.049,0.025,0.0,0.0
142068003,0.238,0.173,0.049,0.0,0.0,0.0,0.0,0.0
142073044,0.229,0.049,0.074,0.0,0.0,0.074,0.0,0.074
142073045,0.256,0.025,0.099,0.025,0.025,0.0,0.0,0.025
142073046,0.239,0.0,0.198,0.0,0.025,0.0,0.049,0.0
142073048,0.222,0.148,0.025,0.0,0.025,0.0,0.0,0.025
142074014,1.23,0.0,0.124,0.321,0.049,0.148,0.198,0.346
142074015,1.054,0.247,0.198,0.297,0.222,0.025,0.025,0.025
142074016,1.285,0.124,0.346,0.395,0.346,0.074,0.0,0.0
142074019,0.298,0.124,0.049,0.074,0.025,0.025,0.0,0.0
142074020,0.267,0.148,0.025,0.0,0.0,0.074,0.0,0.0
142074024,0.295,0.0,0.0,0.025,0.025,0.049,0.049,0.198
142098001,1.849,0.025,0.395,0.568,0.47,0.247,0.148,0.0
142098048,2.424,0.321,0.642,0.717,0.346,0.148,0.247,0.0
142098049,1.739,0.099,0.222,0.519,0.395,0.272,0.321,0.0
147018021,0.396,0.0,0.0,0.025,0.173,0.049,0.049,0.099
147024027,0.131,0.0,0.0,0.0,0.0,0.049,0.074,0.0
148001001,2.96,0.074,0.445,0.544,0.642,0.568,0.494,0.198
148001004,0.998,0.099,0.148,0.198,0.222,0.148,0.099,0.0
148001010,36.142,31.728,2.397,0.815,0.667,0.321,0.247,0.074
148001019,2.55,0.0,0.025,0.099,0.568,0.914,0.692,0.395
148001020,6.334,0.173,0.346,1.26,1.977,1.532,0.914,0.222
148002001,13.599,12.998,0.568,0.0,0.0,0.0,0.0,0.0
148002002,1.143,1.013,0.074,0.0,0.0,0.0,0.0,0.0
148002004,0.475,0.494,0.0,0.0,0.0,0.0,0.0,0.0
148002005,1.084,1.087,0.0,0.0,0.0,0.0,0.0,0.0
148002006,0.314,0.321,0.0,0.0,0.0,0.0,0.0,0.0
148002007,0.387,0.371,0.025,0.0,0.0,0.0,0.0,0.0
148002008,0.843,0.865,0.0,0.0,0.0,0.0,0.0,0.0
148002009,0.452,0.494,0.0,0.0,0.0,0.0,0.0,0.0
148002010,0.374,0.371,0.0,0.0,0.0,0.0,0.0,0.0
148002011,1.198,1.161,0.0,0.0,0.0,0.0,0.0,0.0
148002012,0.266,0.247,0.0,0.0,0.0,0.0,0.0,0.0
148003001,23.688,21.177,1.581,0.815,0.297,0.025,0.0,0.0
148003003,0.939,0.346,0.148,0.173,0.173,0.099,0.0,0.0
148003010,0.763,0.173,0.198,0.346,0.0,0.0,0.0,0.0
148003011,0.994,0.247,0.222,0.222,0.198,0.074,0.0,0.0
148003014,1.988,2.026,0.0,0.0,0.0,0.0,0.0,0.0
148003015,3.332,3.311,0.0,0.0,0.0,0.0,0.0,0.0
148003016,7.869,6.202,1.359,0.395,0.0,0.0,0.0,0.0
148003017,0.157,0.148,0.0,0.0,0.0,0.0,0.0,0.0
148003018,0.249,0.148,0.099,0.025,0.0,0.0,0.0,0.0
148003021,1.498,1.532,0.0,0.0,0.0,0.0,0.0,0.0
148003022,0.981,0.939,0.0,0.0,0.0,0.0,0.0,0.0
148003023,0.227,0.222,0.0,0.0,0.0,0.0,0.0,0.0
148003025,0.223,0.124,0.074,0.0,0.0,0.0,0.0,0.0
148003026,0.518,0.124,0.148,0.148,0.099,0.0,0.0,0.0
148003027,0.509,0.198,0.074,0.099,0.148,0.0,0.0,0.0
148003028,0.271,0.222,0.049,0.0,0.0,0.0,0.0,0.0
148003029,0.293,0.198,0.099,0.0,0.0,0.0,0.0,0.0
148003030,0.294,0.148,0.148,0.0,0.0,0.0,0.0,0.0
148003041,0.173,0.074,0.049,0.074,0.0,0.0,0.0,0.0
148003045,0.269,0.272,0.025,0.0,0.0,0.0,0.0,0.0
148003047,0.149,0.148,0.0,0.0,0.0,0.0,0.0,0.0
148004003,2.57,1.631,0.297,0.148,0.198,0.148,0.099,0.074
148004004,49.588,40.105,4.571,1.927,1.507,0.741,0.519,0.247
148004005,2.806,1.063,1.31,0.173,0.173,0.099,0.0,0.0
148004016,6.438,2.323,2.298,0.84,0.445,0.321,0.173,0.0
148004017,1.219,0.791,0.395,0.025,0.025,0.025,0.0,0.0
148005001,4.247,2.842,0.47,0.297,0.321,0.247,0.0,0.0
148005002,1.518,0.297,0.988,0.148,0.099,0.0,0.0,0.0
148005003,2.162,0.074,0.667,1.26,0.148,0.0,0.0,0.0
148005006,2.039,1.26,0.297,0.173,0.173,0.0,0.0,0.0
148005007,2.134,1.063,0.692,0.222,0.173,0.074,0.0,0.0
148005008,1.219,0.741,0.42,0.025,0.0,0.0,0.0,0.0
148005009,1.24,1.112,0.148,0.0,0.0,0.0,0.0,0.0
148005010,2.065,1.977,0.099,0.0,0.0,0.0,0.0,0.0
148005011,2.093,1.532,0.272,0.247,0.049,0.0,0.0,0.0
148005012,2.783,1.038,0.964,0.741,0.074,0.0,0.0,0.0
148005013,2.297,0.148,0.272,0.445,0.371,0.198,0.173,0.667
148005014,2.329,0.222,1.013,0.593,0.321,0.124,0.0,0.0
148005015,2.414,0.198,0.593,1.063,0.47,0.099,0.049,0.0
148005016,2.048,0.865,0.988,0.148,0.025,0.0,0.0,0.0
148006001,329.083,7.809,23.994,32.791,36.077,37.14,41.069,150.141
148006008,370.774,51.571,44.603,34.768,30.789,31.432,34.372,143.371
148006009,3.076,0.618,1.087,0.717,0.272,0.148,0.099,0.173
148006010,10.361,2.57,2.743,1.952,1.236,0.544,0.272,1.087
148007001,27.87,0.0,0.025,0.099,0.247,1.161,2.273,24.019
148007003,35.475,0.692,2.965,3.632,3.262,3.336,3.558,18.039
148007005,2.43,0.544,0.371,0.099,0.074,0.124,0.099,1.063
148007006,2.018,0.0,0.198,0.222,0.198,0.247,0.667,0.47
148007008,2.056,0.0,0.321,0.222,0.099,0.099,0.148,1.112
148007009,2.004,0.0,0.222,0.346,0.395,0.47,0.445,0.198
148007010,3.403,0.0,0.0,0.025,0.173,1.631,1.038,0.47
148007011,52.93,0.0,0.074,0.667,2.397,3.88,6.227,39.537
148007013,0.996,0.0,0.0,0.124,0.173,0.173,0.198,0.247
148007014,3.911,0.0,0.148,0.198,0.272,0.84,0.988,1.557
148007015,1.947,0.025,0.346,0.074,0.173,0.544,0.148,0.642
148008001,1.003,0.791,0.173,0.0,0.0,0.0,0.0,0.0
148008002,2.601,2.348,0.321,0.0,0.0,0.0,0.0,0.0
148008003,0.711,0.593,0.148,0.0,0.0,0.0,0.0,0.0
